timestamp,machine_id,operator_id,machine_type,engine_hours,fuel_used,load_cycles,idling_time,seatbelt_status,safety_alert_triggered,task_type,terrain,temperature,operator_experience,task_completion_time
2025-05-02 00:00:00,BKH001,OP1006,Backhoe,1688.5,7.4,20,21,Fastened,No,Excavation,Rocky,20,4,61
2025-05-02 00:00:00,TRK001,OP1007,Haul Truck,1335.1,8.2,20,7,Unfastened,Yes,Site Grading,Soft Mud,27,4,69
2025-05-02 00:00:00,WLD001,OP1011,Wheel Loader,1505.0,4.9,4,26,Fastened,No,Material Hauling,Rocky,28,11,34
2025-05-02 00:00:00,CRN001,OP1009,Crane,1761.8,8.7,24,13,Fastened,No,Loading,Rocky,27,12,42
2025-05-02 00:00:00,EXC003,OP1010,Excavator,1330.5,7.7,11,32,Fastened,No,Loading,Paved,15,2,42
2025-05-02 00:00:00,TRK002,OP1008,Haul Truck,1487.0,5.5,7,23,Fastened,No,Site Grading,Gravel,38,3,54
2025-05-02 16:00:00,EXC001,OP1011,Excavator,2111.9,5.3,3,35,Fastened,No,Material Hauling,Hard Clay,15,11,39
2025-05-02 16:00:00,EXC002,OP1010,Excavator,1386.0,6.4,9,5,Fastened,No,Loading,Gravel,27,2,39
2025-05-02 16:00:00,BKH001,OP1004,Backhoe,1689.7,8.7,19,12,Fastened,No,Site Grading,Gravel,16,12,64
2025-05-02 16:00:00,TRK001,OP1010,Haul Truck,1336.4,8.5,18,40,Fastened,No,Loading,Paved,38,2,47
2025-05-02 16:00:00,WLD001,OP1005,Wheel Loader,1506.8,8.0,22,33,Fastened,No,Trenching,Paved,30,5,72
2025-05-02 16:00:00,CRN001,OP1009,Crane,1762.9,7.8,24,18,Fastened,No,Material Hauling,Hard Clay,27,12,51
2025-05-02 16:00:00,EXC003,OP1001,Excavator,1331.7,14.1,24,78,Unfastened,Yes,Loading,Gravel,33,11,41
2025-05-02 16:00:00,TRK002,OP1006,Haul Truck,1488.3,9.9,25,19,Fastened,No,Loading,Gravel,32,4,51
2025-05-02 18:00:00,EXC001,OP1006,Excavator,2113.6,5.0,6,39,Fastened,No,Loading,Hard Clay,29,4,30
2025-05-02 18:00:00,EXC002,OP1002,Excavator,1387.7,3.6,3,25,Fastened,No,Material Hauling,Gravel,20,2,39
2025-05-02 18:00:00,BKH001,OP1005,Backhoe,1691.5,8.4,17,67,Fastened,Yes,Loading,Rocky,17,5,41
2025-05-02 18:00:00,TRK001,OP1011,Haul Truck,1337.5,4.6,8,14,Fastened,No,Excavation,Soft Mud,22,11,46
2025-05-02 18:00:00,WLD001,OP1008,Wheel Loader,1508.5,9.4,21,12,Fastened,No,Trenching,Hard Clay,34,3,76
2025-05-02 18:00:00,CRN001,OP1001,Crane,1764.8,8.8,24,20,Fastened,No,Site Grading,Gravel,27,11,70
2025-05-02 18:00:00,EXC003,OP1002,Excavator,1333.5,7.8,19,28,Fastened,No,Site Grading,Soft Mud,26,2,67
2025-05-02 18:00:00,TRK002,OP1008,Haul Truck,1489.4,5.8,6,38,Fastened,No,Trenching,Gravel,37,3,63
2025-05-02 20:00:00,EXC001,OP1008,Excavator,2115.1,4.7,9,10,Fastened,No,Site Grading,Rocky,25,3,62
2025-05-02 20:00:00,EXC002,OP1010,Excavator,1389.3,5.7,12,18,Fastened,No,Trenching,Soft Mud,30,2,70
2025-05-02 20:00:00,BKH001,OP1012,Backhoe,1693.3,6.4,8,31,Fastened,No,Site Grading,Soft Mud,31,12,57
2025-05-02 20:00:00,TRK001,OP1012,Haul Truck,1339.0,5.5,9,20,Fastened,No,Excavation,Soft Mud,24,12,51
2025-05-02 20:00:00,WLD001,OP1006,Wheel Loader,1509.9,8.4,24,24,Fastened,No,Site Grading,Rocky,26,4,65
2025-05-02 20:00:00,CRN001,OP1012,Crane,1766.4,12.8,25,38,Fastened,No,Material Hauling,Hard Clay,21,12,50
2025-05-02 20:00:00,EXC003,OP1004,Excavator,1334.8,10.0,19,7,Fastened,No,Trenching,Soft Mud,37,12,63
2025-05-02 20:00:00,TRK002,OP1011,Haul Truck,1491.2,8.9,20,35,Fastened,No,Loading,Soft Mud,15,11,45
2025-05-02 22:00:00,EXC001,OP1002,Excavator,2116.9,7.6,20,8,Unfastened,Yes,Loading,Gravel,17,2,43
2025-05-02 22:00:00,EXC002,OP1004,Excavator,1390.5,10.5,21,38,Fastened,No,Loading,Paved,34,12,47
2025-05-02 22:00:00,BKH001,OP1007,Backhoe,1694.6,10.6,25,18,Fastened,No,Site Grading,Soft Mud,34,4,68
2025-05-02 22:00:00,TRK001,OP1003,Haul Truck,1340.6,7.3,16,35,Fastened,No,Material Hauling,Soft Mud,28,1,51
2025-05-02 22:00:00,WLD001,OP1002,Wheel Loader,1511.6,5.2,8,39,Fastened,No,Trenching,Paved,36,2,59
2025-05-02 22:00:00,CRN001,OP1002,Crane,1767.4,8.5,20,33,Fastened,No,Trenching,Paved,38,2,71
2025-05-02 22:00:00,EXC003,OP1009,Excavator,1336.4,3.3,3,25,Fastened,No,Loading,Soft Mud,34,12,33
2025-05-02 22:00:00,TRK002,OP1010,Haul Truck,1492.8,4.0,3,16,Fastened,No,Excavation,Rocky,33,2,45
2025-05-03 00:00:00,EXC001,OP1010,Excavator,2118.3,8.3,13,25,Fastened,No,Loading,Soft Mud,30,2,43
2025-05-03 00:00:00,EXC002,OP1005,Excavator,1392.1,8.2,16,21,Fastened,No,Loading,Paved,16,5,45
2025-05-03 00:00:00,BKH001,OP1001,Backhoe,1696.3,4.4,3,28,Fastened,No,Site Grading,Gravel,28,11,44
2025-05-03 00:00:00,TRK001,OP1004,Haul Truck,1341.8,12.0,24,6,Fastened,No,Material Hauling,Rocky,29,12,47
2025-05-03 00:00:00,WLD001,OP1005,Wheel Loader,1513.1,4.5,9,12,Fastened,No,Site Grading,Gravel,17,5,59
2025-05-03 00:00:00,CRN001,OP1012,Crane,1768.7,7.3,17,40,Fastened,No,Trenching,Gravel,30,12,62
2025-05-03 00:00:00,EXC003,OP1002,Excavator,1337.6,7.3,10,23,Fastened,No,Loading,Rocky,31,2,44
2025-05-03 00:00:00,TRK002,OP1008,Haul Truck,1494.7,8.4,13,39,Fastened,No,Loading,Paved,30,3,39
2025-05-03 16:00:00,EXC001,OP1010,Excavator,2119.7,10.7,25,29,Fastened,No,Loading,Soft Mud,25,2,48
2025-05-03 16:00:00,EXC002,OP1008,Excavator,1394.1,7.1,12,33,Fastened,No,Material Hauling,Paved,33,3,42
2025-05-03 16:00:00,BKH001,OP1007,Backhoe,1698.2,7.5,10,30,Fastened,No,Material Hauling,Soft Mud,30,4,46
2025-05-03 16:00:00,TRK001,OP1007,Haul Truck,1343.8,13.5,21,70,Unfastened,Yes,Loading,Paved,16,4,45
2025-05-03 16:00:00,WLD001,OP1012,Wheel Loader,1514.2,4.4,7,6,Fastened,No,Excavation,Soft Mud,29,12,47
2025-05-03 16:00:00,CRN001,OP1007,Crane,1769.9,8.4,23,15,Fastened,No,Site Grading,Gravel,33,4,73
2025-05-03 16:00:00,EXC003,OP1004,Excavator,1339.1,6.7,16,34,Fastened,No,Site Grading,Hard Clay,22,12,58
2025-05-03 16:00:00,TRK002,OP1011,Haul Truck,1496.2,10.3,20,32,Fastened,No,Excavation,Gravel,26,11,59
2025-05-03 18:00:00,EXC001,OP1008,Excavator,2120.8,7.9,20,23,Fastened,No,Loading,Paved,26,3,42
2025-05-03 18:00:00,EXC002,OP1010,Excavator,1396.0,8.6,17,23,Fastened,No,Excavation,Paved,38,2,58
2025-05-03 18:00:00,BKH001,OP1011,Backhoe,1699.4,3.5,5,7,Fastened,No,Trenching,Hard Clay,35,11,53
2025-05-03 18:00:00,TRK001,OP1002,Haul Truck,1345.7,6.7,8,39,Fastened,No,Trenching,Gravel,20,2,61
2025-05-03 18:00:00,WLD001,OP1003,Wheel Loader,1515.5,7.7,12,34,Unfastened,Yes,Loading,Rocky,38,1,46
2025-05-03 18:00:00,CRN001,OP1012,Crane,1771.5,2.5,4,5,Fastened,No,Loading,Paved,26,12,34
2025-05-03 18:00:00,EXC003,OP1005,Excavator,1340.7,6.6,9,40,Fastened,No,Trenching,Soft Mud,36,5,67
2025-05-03 18:00:00,TRK002,OP1008,Haul Truck,1498.2,10.4,6,51,Unfastened,Yes,Trenching,Gravel,18,3,56
2025-05-03 20:00:00,EXC001,OP1004,Excavator,2122.7,8.1,13,39,Fastened,No,Material Hauling,Gravel,29,12,42
2025-05-03 20:00:00,EXC002,OP1011,Excavator,1397.1,9.7,10,61,Unfastened,Yes,Loading,Paved,28,11,33
2025-05-03 20:00:00,BKH001,OP1006,Backhoe,1700.5,9.5,13,58,Unfastened,Yes,Trenching,Paved,35,4,67
2025-05-03 20:00:00,TRK001,OP1002,Haul Truck,1347.4,6.3,12,13,Fastened,No,Site Grading,Soft Mud,16,2,64
2025-05-03 20:00:00,WLD001,OP1004,Wheel Loader,1517.1,15.9,21,77,Fastened,Yes,Material Hauling,Rocky,19,12,51
2025-05-03 20:00:00,CRN001,OP1005,Crane,1773.3,2.7,2,20,Fastened,No,Excavation,Soft Mud,19,5,43
2025-05-03 20:00:00,EXC003,OP1012,Excavator,1342.1,8.9,16,37,Fastened,No,Excavation,Soft Mud,30,12,58
2025-05-03 20:00:00,TRK002,OP1001,Haul Truck,1499.9,11.9,22,8,Fastened,No,Site Grading,Rocky,29,11,60
2025-05-03 22:00:00,EXC001,OP1008,Excavator,2124.4,5.4,12,9,Fastened,No,Loading,Soft Mud,17,3,40
2025-05-03 22:00:00,EXC002,OP1007,Excavator,1399.1,8.2,18,11,Fastened,No,Site Grading,Rocky,29,4,67
2025-05-03 22:00:00,BKH001,OP1012,Backhoe,1702.3,8.4,15,34,Fastened,No,Loading,Gravel,22,12,38
2025-05-03 22:00:00,TRK001,OP1011,Haul Truck,1348.6,4.1,4,10,Fastened,No,Material Hauling,Gravel,17,11,32
2025-05-03 22:00:00,WLD001,OP1009,Wheel Loader,1518.1,12.9,23,27,Fastened,No,Site Grading,Paved,25,12,59
2025-05-03 22:00:00,CRN001,OP1005,Crane,1774.9,7.4,18,35,Fastened,No,Trenching,Soft Mud,33,5,69
2025-05-03 22:00:00,EXC003,OP1002,Excavator,1343.9,8.8,19,40,Fastened,No,Site Grading,Hard Clay,28,2,65
2025-05-03 22:00:00,TRK002,OP1001,Haul Truck,1501.1,3.1,2,14,Fastened,No,Trenching,Rocky,26,11,58
2025-05-04 00:00:00,EXC001,OP1001,Excavator,2125.5,7.3,15,15,Fastened,No,Site Grading,Hard Clay,27,11,63
2025-05-04 00:00:00,EXC002,OP1010,Excavator,1400.1,10.2,21,52,Unfastened,Yes,Excavation,Hard Clay,20,2,65
2025-05-04 00:00:00,BKH001,OP1010,Backhoe,1703.8,4.2,5,12,Fastened,No,Trenching,Hard Clay,31,2,65
2025-05-04 00:00:00,TRK001,OP1005,Haul Truck,1349.7,4.1,2,18,Fastened,No,Loading,Paved,16,5,27
2025-05-04 00:00:00,WLD001,OP1001,Wheel Loader,1519.6,7.8,14,19,Fastened,No,Loading,Hard Clay,19,11,34
2025-05-04 00:00:00,CRN001,OP1007,Crane,1776.8,8.4,16,25,Fastened,No,Excavation,Gravel,15,4,59
2025-05-04 00:00:00,EXC003,OP1005,Excavator,1345.0,8.7,21,28,Fastened,No,Excavation,Rocky,20,5,65
2025-05-04 00:00:00,TRK002,OP1007,Haul Truck,1502.6,5.6,12,15,Fastened,No,Loading,Rocky,38,4,38
2025-05-04 16:00:00,EXC001,OP1006,Excavator,2126.9,5.2,6,16,Fastened,No,Material Hauling,Hard Clay,18,4,37
2025-05-04 16:00:00,EXC002,OP1011,Excavator,1401.6,12.1,23,25,Fastened,No,Site Grading,Paved,29,11,61
2025-05-04 16:00:00,BKH001,OP1008,Backhoe,1705.2,3.1,3,9,Fastened,No,Trenching,Rocky,33,3,57
2025-05-04 16:00:00,TRK001,OP1002,Haul Truck,1351.3,11.5,18,40,Fastened,No,Excavation,Paved,34,2,64
2025-05-04 16:00:00,WLD001,OP1011,Wheel Loader,1520.8,5.8,6,33,Fastened,No,Site Grading,Gravel,31,11,47
2025-05-04 16:00:00,CRN001,OP1009,Crane,1778.5,8.1,16,38,Fastened,No,Excavation,Hard Clay,37,12,53
2025-05-04 16:00:00,EXC003,OP1007,Excavator,1346.4,8.4,22,9,Fastened,No,Trenching,Paved,16,4,72
2025-05-04 16:00:00,TRK002,OP1012,Haul Truck,1504.4,3.9,4,14,Fastened,No,Site Grading,Hard Clay,25,12,54
2025-05-04 18:00:00,EXC001,OP1007,Excavator,2128.0,8.7,14,26,Fastened,No,Excavation,Rocky,32,4,61
2025-05-04 18:00:00,EXC002,OP1009,Excavator,1402.7,3.3,2,16,Fastened,No,Loading,Paved,26,12,26
2025-05-04 18:00:00,BKH001,OP1004,Backhoe,1707.2,6.6,5,39,Fastened,No,Material Hauling,Soft Mud,24,12,35
2025-05-04 18:00:00,TRK001,OP1010,Haul Truck,1352.4,4.2,7,15,Fastened,No,Loading,Hard Clay,20,2,35
2025-05-04 18:00:00,WLD001,OP1008,Wheel Loader,1522.4,6.6,9,35,Fastened,No,Loading,Hard Clay,32,3,42
2025-05-04 18:00:00,CRN001,OP1008,Crane,1779.9,9.9,18,15,Fastened,No,Trenching,Gravel,31,3,69
2025-05-04 18:00:00,EXC003,OP1001,Excavator,1348.1,9.3,24,12,Fastened,No,Trenching,Paved,18,11,74
2025-05-04 18:00:00,TRK002,OP1003,Haul Truck,1506.3,6.3,13,31,Fastened,No,Excavation,Hard Clay,29,1,53
2025-05-04 20:00:00,EXC001,OP1006,Excavator,2129.2,7.3,22,14,Fastened,No,Trenching,Soft Mud,37,4,70
2025-05-04 20:00:00,EXC002,OP1012,Excavator,1404.2,3.8,2,14,Fastened,No,Site Grading,Soft Mud,17,12,44
2025-05-04 20:00:00,BKH001,OP1005,Backhoe,1708.5,7.6,15,34,Fastened,No,Excavation,Soft Mud,22,5,60
2025-05-04 20:00:00,TRK001,OP1001,Haul Truck,1354.1,3.7,6,5,Fastened,No,Site Grading,Hard Clay,37,11,56
2025-05-04 20:00:00,WLD001,OP1011,Wheel Loader,1523.5,9.5,19,37,Fastened,No,Trenching,Soft Mud,31,11,72
2025-05-04 20:00:00,CRN001,OP1007,Crane,1781.9,4.4,4,11,Fastened,No,Trenching,Soft Mud,26,4,53
2025-05-04 20:00:00,EXC003,OP1006,Excavator,1349.6,6.8,17,13,Fastened,No,Material Hauling,Gravel,37,4,48
2025-05-04 20:00:00,TRK002,OP1004,Haul Truck,1507.3,6.3,11,39,Fastened,No,Material Hauling,Soft Mud,25,12,39
2025-05-04 22:00:00,EXC001,OP1006,Excavator,2131.1,6.0,5,32,Fastened,No,Excavation,Rocky,23,4,50
2025-05-04 22:00:00,EXC002,OP1006,Excavator,1406.2,7.9,18,10,Fastened,No,Loading,Gravel,26,4,41
2025-05-04 22:00:00,BKH001,OP1009,Backhoe,1709.7,10.9,23,33,Fastened,No,Excavation,Soft Mud,25,12,59
2025-05-04 22:00:00,TRK001,OP1008,Haul Truck,1355.1,4.8,10,8,Fastened,No,Trenching,Paved,28,3,69
2025-05-04 22:00:00,WLD001,OP1003,Wheel Loader,1525.5,9.9,16,52,Unfastened,Yes,Material Hauling,Paved,36,1,49
2025-05-04 22:00:00,CRN001,OP1007,Crane,1783.8,10.2,23,28,Fastened,No,Excavation,Paved,19,4,66
2025-05-04 22:00:00,EXC003,OP1006,Excavator,1351.0,5.2,2,36,Fastened,No,Trenching,Hard Clay,18,4,56
2025-05-04 22:00:00,TRK002,OP1012,Haul Truck,1508.8,8.9,17,13,Fastened,No,Site Grading,Rocky,37,12,62
2025-05-05 00:00:00,EXC001,OP1002,Excavator,2132.9,5.4,4,23,Fastened,No,Trenching,Rocky,37,2,64
2025-05-05 00:00:00,EXC002,OP1003,Excavator,1408.0,4.9,8,20,Fastened,No,Site Grading,Hard Clay,18,1,58
2025-05-05 00:00:00,BKH001,OP1008,Backhoe,1711.5,16.0,4,62,Fastened,Yes,Site Grading,Hard Clay,34,3,57
2025-05-05 00:00:00,TRK001,OP1007,Haul Truck,1356.9,7.2,12,33,Fastened,No,Site Grading,Soft Mud,19,4,63
2025-05-05 00:00:00,WLD001,OP1011,Wheel Loader,1527.1,3.9,3,38,Fastened,No,Material Hauling,Gravel,31,11,32
2025-05-05 00:00:00,CRN001,OP1006,Crane,1785.8,6.8,10,40,Fastened,No,Site Grading,Rocky,17,4,54
2025-05-05 00:00:00,EXC003,OP1009,Excavator,1352.7,6.0,7,26,Fastened,No,Site Grading,Paved,19,12,47
2025-05-05 00:00:00,TRK002,OP1002,Haul Truck,1509.8,5.2,8,31,Fastened,No,Site Grading,Rocky,35,2,60
2025-05-05 16:00:00,EXC001,OP1005,Excavator,2134.5,7.8,23,34,Fastened,No,Trenching,Gravel,22,5,75
2025-05-05 16:00:00,EXC002,OP1008,Excavator,1409.2,12.1,24,27,Fastened,No,Site Grading,Hard Clay,25,3,73
2025-05-05 16:00:00,BKH001,OP1002,Backhoe,1712.9,6.8,16,11,Fastened,No,Loading,Soft Mud,23,2,45
2025-05-05 16:00:00,TRK001,OP1004,Haul Truck,1358.8,10.3,25,15,Fastened,No,Material Hauling,Rocky,33,12,50
2025-05-05 16:00:00,WLD001,OP1008,Wheel Loader,1528.1,4.8,9,27,Fastened,No,Loading,Paved,29,3,43
2025-05-05 16:00:00,CRN001,OP1011,Crane,1787.3,8.8,15,21,Fastened,No,Site Grading,Soft Mud,18,11,60
2025-05-05 16:00:00,EXC003,OP1001,Excavator,1354.2,11.6,11,66,Unfastened,Yes,Material Hauling,Rocky,32,11,44
2025-05-05 16:00:00,TRK002,OP1011,Haul Truck,1511.4,7.1,13,26,Fastened,No,Material Hauling,Soft Mud,27,11,46
2025-05-05 18:00:00,EXC001,OP1009,Excavator,2135.9,4.9,6,35,Fastened,No,Excavation,Soft Mud,16,12,43
2025-05-05 18:00:00,EXC002,OP1006,Excavator,1411.1,9.9,21,24,Fastened,No,Trenching,Hard Clay,27,4,74
2025-05-05 18:00:00,BKH001,OP1012,Backhoe,1714.4,7.9,12,31,Fastened,No,Loading,Soft Mud,26,12,41
2025-05-05 18:00:00,TRK001,OP1001,Haul Truck,1360.4,6.1,9,35,Fastened,No,Trenching,Paved,33,11,60
2025-05-05 18:00:00,WLD001,OP1003,Wheel Loader,1529.9,9.1,24,6,Fastened,No,Material Hauling,Soft Mud,33,1,54
2025-05-05 18:00:00,CRN001,OP1007,Crane,1788.8,12.1,25,54,Unfastened,Yes,Site Grading,Gravel,38,4,75
2025-05-05 18:00:00,EXC003,OP1008,Excavator,1355.7,10.5,19,27,Fastened,No,Trenching,Hard Clay,29,3,70
2025-05-05 18:00:00,TRK002,OP1010,Haul Truck,1512.9,7.5,11,24,Fastened,No,Material Hauling,Rocky,32,2,47
2025-05-05 20:00:00,EXC001,OP1006,Excavator,2137.4,6.3,5,39,Fastened,No,Site Grading,Rocky,24,4,51
2025-05-05 20:00:00,EXC002,OP1005,Excavator,1412.1,9.7,22,35,Fastened,No,Excavation,Rocky,29,5,65
2025-05-05 20:00:00,BKH001,OP1012,Backhoe,1715.7,9.1,20,8,Fastened,No,Excavation,Paved,38,12,52
2025-05-05 20:00:00,TRK001,OP1002,Haul Truck,1361.8,15.8,6,67,Unfastened,Yes,Loading,Soft Mud,36,2,41
2025-05-05 20:00:00,WLD001,OP1008,Wheel Loader,1531.4,5.6,11,10,Fastened,No,Material Hauling,Rocky,25,3,39
2025-05-05 20:00:00,CRN001,OP1003,Crane,1790.2,8.5,17,23,Fastened,No,Material Hauling,Soft Mud,27,1,46
2025-05-05 20:00:00,EXC003,OP1006,Excavator,1357.0,5.8,6,34,Fastened,No,Site Grading,Paved,30,4,57
2025-05-05 20:00:00,TRK002,OP1011,Haul Truck,1514.2,6.4,12,17,Fastened,No,Material Hauling,Soft Mud,38,11,42
2025-05-05 22:00:00,EXC001,OP1009,Excavator,2138.7,4.0,6,20,Fastened,No,Loading,Soft Mud,20,12,30
2025-05-05 22:00:00,EXC002,OP1006,Excavator,1413.4,6.9,22,20,Fastened,No,Site Grading,Soft Mud,23,4,69
2025-05-05 22:00:00,BKH001,OP1011,Backhoe,1717.2,4.9,11,19,Fastened,No,Trenching,Soft Mud,35,11,64
2025-05-05 22:00:00,TRK001,OP1006,Haul Truck,1363.3,10.9,23,20,Fastened,No,Site Grading,Gravel,32,4,71
2025-05-05 22:00:00,WLD001,OP1008,Wheel Loader,1532.9,15.2,5,67,Unfastened,Yes,Trenching,Soft Mud,33,3,63
2025-05-05 22:00:00,CRN001,OP1003,Crane,1791.3,8.8,23,36,Fastened,No,Site Grading,Gravel,18,1,72
2025-05-05 22:00:00,EXC003,OP1003,Excavator,1358.5,9.5,19,24,Fastened,No,Loading,Paved,16,1,45
2025-05-05 22:00:00,TRK002,OP1010,Haul Truck,1515.2,3.1,4,8,Unfastened,Yes,Loading,Rocky,37,2,29
2025-05-06 00:00:00,EXC001,OP1005,Excavator,2140.2,7.7,14,29,Fastened,No,Material Hauling,Gravel,26,5,49
2025-05-06 00:00:00,EXC002,OP1003,Excavator,1415.1,8.7,19,13,Fastened,No,Trenching,Soft Mud,20,1,67
2025-05-06 00:00:00,BKH001,OP1005,Backhoe,1718.7,6.4,14,20,Fastened,No,Site Grading,Gravel,32,5,57
2025-05-06 00:00:00,TRK001,OP1001,Haul Truck,1365.1,5.3,9,11,Fastened,No,Loading,Paved,15,11,29
2025-05-06 00:00:00,WLD001,OP1004,Wheel Loader,1534.6,7.7,19,8,Fastened,No,Loading,Gravel,22,12,45
2025-05-06 00:00:00,CRN001,OP1006,Crane,1792.9,5.0,6,38,Fastened,No,Trenching,Hard Clay,24,4,64
2025-05-06 00:00:00,EXC003,OP1012,Excavator,1360.5,4.2,3,29,Fastened,No,Loading,Paved,30,12,25
2025-05-06 00:00:00,TRK002,OP1005,Haul Truck,1516.6,6.8,9,14,Fastened,No,Site Grading,Gravel,22,5,58
2025-05-06 16:00:00,EXC001,OP1009,Excavator,2141.7,6.3,8,10,Fastened,No,Loading,Hard Clay,23,12,30
2025-05-06 16:00:00,EXC002,OP1001,Excavator,1416.4,4.4,4,40,Fastened,No,Site Grading,Paved,16,11,49
2025-05-06 16:00:00,BKH001,OP1001,Backhoe,1719.9,7.1,17,18,Fastened,No,Material Hauling,Soft Mud,38,11,44
2025-05-06 16:00:00,TRK001,OP1007,Haul Truck,1366.5,8.2,13,36,Fastened,No,Trenching,Rocky,23,4,65
2025-05-06 16:00:00,WLD001,OP1004,Wheel Loader,1536.0,5.4,9,6,Fastened,No,Loading,Soft Mud,33,12,34
